id,gender,dateofbirth,education,department,salary,starting_salary,job_time,previous_experience,minority
409,Male,21-11-1962,19,Marketing,36000,19500,5.67,1.75,No
410,Female,09-01-1942,18,Human Resources,25200,18750,5.67,28.67,No
411,Female,21-08-1931,12,IT,16200,10200,5.67,15,No
412,Female,16-06-1970,12,Engineering,22800,11250,5.67,0.17,No
413,Female,13-03-1966,16,Sales,43500,19500,5.67,0.92,No
414,Male,08-01-1961,18,Engineering,30300,15750,5.67,12.92,Yes
415,Male,02-05-1963,15,Engineering,31950,15750,5.67,5.83,Yes
416,Male,16-01-1965,15,IT,35250,13500,5.58,0.5,No
417,Male,22-07-1967,15,Finance,37800,15000,5.58,3,No
418,Male,05-06-1965,15,Marketing,31200,15750,5.58,3.83,No
419,Male,20-10-1964,15,Accounting,29400,16500,5.58,5.67,No
420,Male,16-07-1957,19,Sales,70000,35040,5.58,6.25,No
421,Male,01-11-1961,15,Sales,33900,15750,5.58,8,No
422,Male,20-07-1963,15,Accounting,27150,16500,5.58,6.5,No
423,Female,26-04-1936,12,Engineering,22200,13800,5.58,16.33,No
424,Female,06-07-1966,15,Sales,31350,11100,5.58,3.92,No
425,Female,26-01-1942,12,Finance,20850,13500,5.58,15.08,No
426,Male,27-10-1952,16,Accounting,33300,17490,5.58,10,Yes
427,Male,21-04-1942,18,Sales,26250,16050,5.58,8.08,Yes
428,Male,28-02-1964,15,Human Resources,31950,15750,5.58,4.83,Yes
429,Male,13-08-1946,18,IT,30000,15750,5.58,25.42,Yes
430,Male,29-04-1956,19,Engineering,66250,34980,5.58,8.25,Yes
431,Male,15-01-1959,18,Marketing,86250,45000,5.5,4.17,No
432,Male,12-03-1964,12,Marketing,30750,15000,5.5,4.67,No
433,Male,15-11-1966,12,Sales,33540,15750,5.5,3.92,No
434,Male,,16,IT,34950,20250,5.5,4.58,No
435,Male,24-05-1964,15,IT,40350,16500,5.5,6.67,No
436,Male,27-05-1965,12,Human Resources,30270,15750,5.5,6.67,No
437,Male,04-09-1933,18,IT,26250,16050,5.5,22,No
438,Male,11-10-1964,15,Marketing,32400,15000,5.5,5.33,No
439,Female,25-06-1970,12,Accounting,20400,11250,5.5,,No
440,Female,10-11-1947,18,Engineering,24150,12750,5.5,8,No
441,Female,02-08-1949,15,Marketing,23850,13500,5.5,10.17,No
442,Female,18-09-1968,12,IT,29700,13500,5.5,2.17,No
443,Female,10-02-1929,18,IT,21600,13500,5.5,19,No
444,Female,16-09-1961,12,Engineering,24450,15750,5.5,7.25,No
445,Male,04-08-1963,15,IT,28050,16500,5.5,7,Yes
446,Male,03-08-1958,16,Accounting,100000,44100,5.5,10.67,Yes
447,Male,02-07-1961,15,Finance,49000,20550,5.5,7.17,Yes
448,Female,05-06-1933,12,Finance,16350,10200,5.5,13.58,Yes
449,Male,02-01-1966,16,IT,70000,21750,5.42,1.58,No
450,Male,21-07-1954,19,Sales,55000,34980,5.42,10.75,No
451,Male,19-07-1969,15,Finance,28500,14250,5.42,1.67,No
452,Male,13-08-1953,12,Engineering,28800,18000,5.42,17.5,No
453,Male,07-08-1930,15,Finance,24450,15750,5.42,28.17,No
454,Male,28-07-1965,19,IT,90625,31250,5.42,1.5,No
455,Male,17-01-1964,16,Sales,43650,19500,5.42,1.58,No
456,Male,17-10-1959,19,Engineering,75000,42510,5.42,4.5,No
457,Male,27-05-1968,15,Engineering,31650,14250,5.42,0.83,No
458,Male,06-07-1965,19,Marketing,61875,28740,5.42,2.17,No
459,Female,10-02-1971,12,Marketing,21750,11250,5.42,,No
460,Female,12-08-1969,12,Human Resources,22500,12750,5.42,2,No
461,Female,08-11-1943,18,Human Resources,21600,13500,5.42,14.42,No
462,Female,18-10-1963,16,IT,34410,19500,5.42,6.58,No
463,Female,15-10-1934,15,Finance,20700,14250,5.42,20.08,No
464,Male,20-03-1962,19,Marketing,47550,33000,5.33,2.25,No
465,Male,20-07-1962,12,Engineering,33900,16500,5.33,8.83,No
466,Female,15-06-1948,12,Engineering,23400,13500,5.33,16.5,No
467,Female,18-08-1967,16,IT,32850,19500,5.33,1.67,No
468,Female,28-11-1965,16,Engineering,55750,19980,5.33,3,No
469,Female,01-06-1964,15,Accounting,25200,13950,5.33,4.75,No
470,Male,22-01-1964,12,IT,26250,15750,5.33,5.75,Yes
471,Male,03-08-1966,15,Engineering,26400,15750,5.33,2.67,Yes
472,Male,21-02-1966,15,Sales,39150,15750,5.25,3.83,No
473,Female,25-11-1937,12,Marketing,21450,12750,5.25,11.58,No
474,Female,05-11-1968,12,IT,29400,14250,5.25,0.75,No
